model,accuracy,f1_weighted,roc_auc,mean_stability,std_stability,mean_sparsity,std_sparsity,ranking_score,search_time_seconds,shap_time_seconds,model_total_time_seconds,full_automl_search_time_seconds
dt,0.7920511000709723,0.7783345799880014,0.8307512464801468,0.9965054668228391,0.00500752320055588,0.930958460545979,0.03820811867486101,0.8972416050822779,1.0263356000068597,77.26770829997258,78.29404389997944,47.16651269997237
lgb,0.751596877217885,0.7643943582531727,0.8425004520912449,0.9954424358453818,0.003193176182959466,0.6916060427476712,0.058457118687806696,0.8430123456938857,20.81173850002233,221.76826800004346,242.5800065000658,47.16651269997237
logreg,0.794889992902768,0.7898519301486634,0.8382856699992249,0.997089158699819,0.0022635789106422934,0.6514248996037694,0.03784448505853925,0.8312713495755095,15.756177700008266,77.17986189998919,92.93603959999746,47.16651269997237
rf,0.7991483321504613,0.7899809636650835,0.8389224728099408,0.9977777024761783,0.0013519031076009095,0.5433836301259016,0.04998613381176251,0.8047515695554903,9.568408799997997,1349.2145459000021,1358.7829547000001,47.16651269997237
