mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__class_weight,param_model__max_depth,param_model__min_samples_leaf,param_model__min_samples_split,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_f1,split1_test_f1,split2_test_f1,mean_test_f1,std_test_f1,rank_test_f1,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc
0.0103758176167806,0.0008324333693236309,0.0217440923055013,0.001381290232337331,,15,11,9,"{'model__class_weight': None, 'model__max_depth': 15, 'model__min_samples_leaf': 11, 'model__min_samples_split': 9}",0.631578947368421,0.5964912280701754,0.6140350877192983,0.6140350877192983,0.014324501419784667,5,0.5928792569659443,0.5606638975060028,0.5914000687994496,0.5816477410904656,0.014850101415834963,6,0.8229259191472839,0.8168469371299559,0.7803471514536168,0.8067066692436189,0.018803486187102404,5
0.01618615786234538,0.0053263933682739266,0.02374124526977539,0.005332926834479141,,7,19,12,"{'model__class_weight': None, 'model__max_depth': 7, 'model__min_samples_leaf': 19, 'model__min_samples_split': 12}",0.5789473684210527,0.5087719298245614,0.5964912280701754,0.5614035087719298,0.03789906841174185,10,0.5148829139037218,0.45625174046226674,0.5320328794013005,0.5010558445890964,0.032445709928000006,13,0.8057746800673194,0.7322679535449077,0.7956805879857676,0.7779077405326649,0.03253424135638841,15
0.011135260264078775,0.00047905823212794716,0.0204621156056722,0.0007560555097389253,,4,8,4,"{'model__class_weight': None, 'model__max_depth': 4, 'model__min_samples_leaf': 8, 'model__min_samples_split': 4}",0.6491228070175439,0.6140350877192983,0.631578947368421,0.631578947368421,0.014324501419784667,2,0.6101703534197813,0.590424357014746,0.6106612685560053,0.6037519929968442,0.00942619258842905,1,0.7959421749851772,0.820668691064019,0.8065454920563896,0.8077187860351952,0.010128593631228101,4
0.015514453252156576,0.0018470917989778398,0.02277342478434245,0.0049666864984179585,balanced,2,12,7,"{'model__class_weight': 'balanced', 'model__max_depth': 2, 'model__min_samples_leaf': 12, 'model__min_samples_split': 7}",0.38596491228070173,0.2982456140350877,0.3684210526315789,0.3508771929824561,0.03789906841174187,19,0.34645926557283896,0.25548050161053254,0.31174192164904235,0.30456056294413797,0.037487445077551376,18,0.8086195090828384,0.76206649474282,0.8296735353514216,0.8001198463923599,0.028247255729270553,6
0.014218648274739584,0.0019557032978054765,0.024709224700927734,0.0014864523287529369,balanced,1,12,13,"{'model__class_weight': 'balanced', 'model__max_depth': 1, 'model__min_samples_leaf': 12, 'model__min_samples_split': 13}",0.38596491228070173,0.3684210526315789,0.38596491228070173,0.38011695906432746,0.008270254750719854,17,0.23342839858266354,0.2070175438596491,0.2258260029157862,0.22209064845269957,0.011100989941553835,20,0.7623684088909654,0.7667331264871696,0.7389888476929193,0.7560301276903515,0.01218104012764138,18
0.012102683385213217,0.0014361590105703194,0.020212332407633465,0.0013462546864481096,,17,10,17,"{'model__class_weight': None, 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 17}",0.631578947368421,0.6140350877192983,0.6491228070175439,0.631578947368421,0.014324501419784667,2,0.5947368421052631,0.5768905224282799,0.629097133076594,0.600241499203379,0.021665771563644565,2,0.77697419019694,0.8326832099106731,0.7887043519507064,0.7994539173527732,0.023979694001609764,7
0.010902643203735352,0.000920995201856689,0.019870837529500324,0.002411077116519786,,15,19,13,"{'model__class_weight': None, 'model__max_depth': 15, 'model__min_samples_leaf': 19, 'model__min_samples_split': 13}",0.5789473684210527,0.5087719298245614,0.5964912280701754,0.5614035087719298,0.03789906841174185,10,0.5148829139037218,0.45625174046226674,0.5320328794013005,0.5010558445890964,0.032445709928000006,13,0.8057746800673194,0.7322679535449077,0.7956805879857676,0.7779077405326649,0.03253424135638841,15
0.01083978017171224,0.0004736191858278819,0.020329793294270832,0.0002861947554840716,,3,5,8,"{'model__class_weight': None, 'model__max_depth': 3, 'model__min_samples_leaf': 5, 'model__min_samples_split': 8}",0.6666666666666666,0.5789473684210527,0.6842105263157895,0.6432748538011696,0.046046829672583674,1,0.6208269211039295,0.5285685478062974,0.6377458798511431,0.5957137829204566,0.04797863927606586,4,0.8311375565802752,0.7736854825429248,0.8464794422119463,0.8171008271117154,0.03133169291844848,3
0.010521014531453451,9.989583563785977e-07,0.021231333414713543,0.0012254837782211799,,9,7,19,"{'model__class_weight': None, 'model__max_depth': 9, 'model__min_samples_leaf': 7, 'model__min_samples_split': 19}",0.5964912280701754,0.5789473684210527,0.631578947368421,0.6023391812865497,0.021881037349555193,6,0.5592188017212844,0.5285685478062974,0.6069112174375332,0.5648995223217049,0.03223451991413628,8,0.8538058945409559,0.780004334511672,0.854804120578176,0.8295381165436013,0.035028043865788075,1
0.011539061864217123,0.0008517112640274617,0.018478552500406902,0.0007127313128644208,balanced,14,18,10,"{'model__class_weight': 'balanced', 'model__max_depth': 14, 'model__min_samples_leaf': 18, 'model__min_samples_split': 10}",0.3684210526315789,0.40350877192982454,0.38596491228070173,0.3859649122807018,0.014324501419784667,16,0.36112698901249224,0.3908415592626119,0.3903004016856009,0.38075631665356835,0.013881788804312997,16,0.7908279892896038,0.8121940754746236,0.7952284187455096,0.7994168278365791,0.009211749300107187,8
0.011167526245117188,0.0008404212865882102,0.019109408060709637,0.0007940141565980945,balanced,2,15,8,"{'model__class_weight': 'balanced', 'model__max_depth': 2, 'model__min_samples_leaf': 15, 'model__min_samples_split': 8}",0.2982456140350877,0.2807017543859649,0.3684210526315789,0.31578947368421056,0.03789906841174187,20,0.2384199364808783,0.2417603036798083,0.31174192164904235,0.2639740539365763,0.033804500712209536,19,0.789548265606833,0.7550590621401493,0.8294483101261965,0.7913518792910595,0.03039605040926483,10
0.01052705446879069,0.0010518934102572337,0.016420443852742512,0.0012884885063421483,balanced,8,15,4,"{'model__class_weight': 'balanced', 'model__max_depth': 8, 'model__min_samples_leaf': 15, 'model__min_samples_split': 4}",0.3157894736842105,0.40350877192982454,0.42105263157894735,0.38011695906432746,0.04604682967258369,17,0.29403861223685385,0.3975891975891976,0.43092334942929167,0.37418371975178105,0.0582821877515423,17,0.7595051258337765,0.752000479679051,0.8131846499636444,0.7748967518254907,0.027246434462208518,17
0.010591824849446615,0.00047210098942394396,0.015826304753621418,0.0009690879973729858,balanced,17,4,19,"{'model__class_weight': 'balanced', 'model__max_depth': 17, 'model__min_samples_leaf': 4, 'model__min_samples_split': 19}",0.5087719298245614,0.49122807017543857,0.6140350877192983,0.5380116959064328,0.05423168710816202,13,0.5280883547137417,0.5029315575690588,0.5938617466670023,0.5416272196499343,0.03833667060980725,9,0.796560838396513,0.7681103639380819,0.7885534227146885,0.7844082083497611,0.01197899483334228,12
