mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__class_weight,param_model__colsample_bytree,param_model__learning_rate,param_model__max_depth,param_model__n_estimators,param_model__num_leaves,param_model__subsample,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_f1,split1_test_f1,split2_test_f1,mean_test_f1,std_test_f1,rank_test_f1,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc
2.4564143816630044,0.13230333932729768,0.03433529535929362,0.0018558519077413141,,0.9389628960580698,0.002327392228062871,12,288,51,0.7468055921327309,"{'model__class_weight': None, 'model__colsample_bytree': np.float64(0.9389628960580698), 'model__learning_rate': np.float64(0.002327392228062871), 'model__max_depth': 12, 'model__n_estimators': 288, 'model__num_leaves': 51, 'model__subsample': np.float64(0.7468055921327309)}",0.704119850187266,0.6891385767790262,0.7180451127819549,0.7037678465827492,0.011803668520855367,15,0.5982960837797245,0.6007758022463143,0.6332078233259759,0.6107599031173382,0.015905325988242822,19,0.8137032085561497,0.7399064171122994,0.7544018817204301,0.7693371691296265,0.03192479406718503,13
1.7911340395609539,0.06486829056935535,0.03438345591227213,0.001236086119935817,,0.7299924747454009,0.008288916866885139,9,199,38,0.9124217733388136,"{'model__class_weight': None, 'model__colsample_bytree': np.float64(0.7299924747454009), 'model__learning_rate': np.float64(0.008288916866885139), 'model__max_depth': 9, 'model__n_estimators': 199, 'model__num_leaves': 38, 'model__subsample': np.float64(0.9124217733388136)}",0.7790262172284644,0.704119850187266,0.7330827067669173,0.7387429247275493,0.030841200866687846,8,0.7476583501711374,0.6753565378240525,0.7003500775867885,0.7077883218606594,0.0299820349051072,17,0.8287433155080214,0.770120320855615,0.7624327956989249,0.7870988106875204,0.029613882972543273,1
4.014047463734944,0.30928241448936467,0.03591752052307129,0.0011655260600811565,balanced,0.71692347370813,0.027796975515266834,10,485,58,0.7550213529560301,"{'model__class_weight': 'balanced', 'model__colsample_bytree': np.float64(0.71692347370813), 'model__learning_rate': np.float64(0.027796975515266834), 'model__max_depth': 10, 'model__n_estimators': 485, 'model__num_leaves': 58, 'model__subsample': np.float64(0.7550213529560301)}",0.7902621722846442,0.7153558052434457,0.7030075187969925,0.7362084987750275,0.038552732367102056,11,0.7869389633858752,0.7172884586422543,0.6989562477770814,0.734394556601737,0.03790077837392467,8,0.8191176470588235,0.7574197860962567,0.7431451612903226,0.773227531481801,0.03296835107687285,9
1.1669224103291829,0.1146516994900915,0.03357569376627604,0.0011406018969852294,balanced,0.8834959481464842,0.001033076804324041,13,148,57,0.8835558684167137,"{'model__class_weight': 'balanced', 'model__colsample_bytree': np.float64(0.8834959481464842), 'model__learning_rate': np.float64(0.001033076804324041), 'model__max_depth': 13, 'model__n_estimators': 148, 'model__num_leaves': 57, 'model__subsample': np.float64(0.8835558684167137)}",0.7153558052434457,0.6779026217228464,0.7030075187969925,0.6987553152544281,0.015583028485769786,19,0.725759467332501,0.691394354939923,0.7139426814548867,0.7103655012424368,0.014255698302617718,16,0.7899732620320856,0.7202205882352941,0.7645833333333334,0.7582590612002377,0.02882540764627032,18
3.0580788453420005,0.4048337091112441,0.03515434265136719,0.000428442940838617,balanced,0.7139996989640846,0.08861577452533075,7,463,53,0.9949692657420364,"{'model__class_weight': 'balanced', 'model__colsample_bytree': np.float64(0.7139996989640846), 'model__learning_rate': np.float64(0.08861577452533075), 'model__max_depth': 7, 'model__n_estimators': 463, 'model__num_leaves': 53, 'model__subsample': np.float64(0.9949692657420364)}",0.7565543071161048,0.7228464419475655,0.706766917293233,0.728722555452301,0.020745964728657498,12,0.7510458523202661,0.7247282360464053,0.7021369212504948,0.7259703365390554,0.01998629521817875,12,0.8006016042780749,0.7469919786096257,0.7231854838709676,0.7569263555862228,0.032376254767517404,19
3.1529542605082193,0.13749487496495258,0.03408050537109375,0.0006825420776585838,,0.7139351238159992,0.016409286730647923,9,428,37,0.7039794883479599,"{'model__class_weight': None, 'model__colsample_bytree': np.float64(0.7139351238159992), 'model__learning_rate': np.float64(0.016409286730647923), 'model__max_depth': 9, 'model__n_estimators': 428, 'model__num_leaves': 37, 'model__subsample': np.float64(0.7039794883479599)}",0.7715355805243446,0.7415730337078652,0.7330827067669173,0.7487304403330425,0.01649398329189074,5,0.7560370286022153,0.7331886467153184,0.7184482503496106,0.7358913085557148,0.015464094938459308,7,0.8193850267379679,0.7679144385026738,0.7569220430107526,0.7814071694171315,0.02722678123556608,4
4.011164903640747,0.25161803311871117,0.034560203552246094,0.0008213085302391821,,0.9896896099223678,0.041380401125610165,13,445,51,0.7692681476866446,"{'model__class_weight': None, 'model__colsample_bytree': np.float64(0.9896896099223678), 'model__learning_rate': np.float64(0.041380401125610165), 'model__max_depth': 13, 'model__n_estimators': 445, 'model__num_leaves': 51, 'model__subsample': np.float64(0.7692681476866446)}",0.7902621722846442,0.7153558052434457,0.7406015037593985,0.7487398270958295,0.031117146247408495,4,0.7780796469680413,0.7132125746357956,0.7279371474983247,0.7397431230340539,0.02776652735461503,4,0.8134358288770054,0.7468582887700534,0.7422715053763439,0.7675218743411342,0.03252002522873902,16
1.049879550933838,0.033519435515237346,0.03206753730773926,0.0004083556974515918,balanced,0.8320457481218804,0.0017541893487450805,12,134,44,0.8173181822719722,"{'model__class_weight': 'balanced', 'model__colsample_bytree': np.float64(0.8320457481218804), 'model__learning_rate': np.float64(0.0017541893487450805), 'model__max_depth': 12, 'model__n_estimators': 134, 'model__num_leaves': 44, 'model__subsample': np.float64(0.8173181822719722)}",0.7228464419475655,0.6779026217228464,0.7105263157894737,0.7037584598199619,0.018962061243722243,16,0.7322712308790006,0.6912788537179578,0.7211846388864086,0.7149115744944557,0.0173129479287899,14,0.8008689839572193,0.7336564171122993,0.7646505376344087,0.7663919795679758,0.02746703175902215,17
1.2825453281402588,0.05359260887867802,0.0329751173655192,0.00042160069683110785,balanced,0.8987566853061946,0.004201672054372531,10,153,40,0.8703100983459974,"{'model__class_weight': 'balanced', 'model__colsample_bytree': np.float64(0.8987566853061946), 'model__learning_rate': np.float64(0.004201672054372531), 'model__max_depth': 10, 'model__n_estimators': 153, 'model__num_leaves': 40, 'model__subsample': np.float64(0.8703100983459974)}",0.7528089887640449,0.6891385767790262,0.7330827067669173,0.7250100907699961,0.026612724868137955,13,0.7608516329004761,0.7015049533541708,0.7405821537836659,0.7343129133461043,0.024630396194417026,9,0.8066176470588234,0.7447860962566845,0.761760752688172,0.7710548320012266,0.02608409606583273,11
1.7271476586659749,0.07101934548464052,0.03294912974039713,0.000622741488783363,,0.9908753883293675,0.035503048581283086,6,301,34,0.8793699936433255,"{'model__class_weight': None, 'model__colsample_bytree': np.float64(0.9908753883293675), 'model__learning_rate': np.float64(0.035503048581283086), 'model__max_depth': 6, 'model__n_estimators': 301, 'model__num_leaves': 34, 'model__subsample': np.float64(0.8793699936433255)}",0.7715355805243446,0.7191011235955056,0.7330827067669173,0.7412398036289226,0.02216975026573624,7,0.754467717921121,0.7127452142156916,0.7215841202832951,0.7295990174733692,0.01795124436890075,11,0.8087566844919786,0.7485294117647059,0.7548387096774194,0.7707082686447012,0.027027310526001273,12
